,Unnamed: 0,title,artist,genre,lyric
60,60,  바램          , 김선일  ,발라드,"우린 오늘 어제완 다른 하루를 보냈지 늦은 오후 내 방 안에 스민 햇살이 나는 너무나도 쓸쓸해 두려워 잘했다고 나는 자꾸 되뇌어 이제 그만 놓아줘야 맞다고 그런데 왜 너의 오늘 붙잡고 싶을까 다신 볼 수 없는데 아무 일도 없던 것처럼 애써 지우고 숨겨도 네가 떠올라 이런 내 마음 혹시나 너는 부디 몰랐으면 오늘 밤이 빨리 지나가길 바라 내 어린 마음 네겐 모질었었지 몰래 눈물 짓던 너를 기억해 언젠가는 내 맘마저 무뎌져 버릴까 시간 속에 묻은 채 오늘 밤이 마지막이길 너의 향기도 흔적도 잊혀지기를 네가 아파했을 하루도 나보다는 덜 길었길 오늘 밤만 지나 행복하길 이젠 
"
61,61,  겨울의 아침          , 라임멜로  span    span 다윤  ,발라드,"유난히 힘들었던 하루 온몸에 콕콕 가시가 찔린 듯 해 흐릿한 정신에 나 빨리 자고 싶어 집으로 허겁지겁 달려간 하루 서늘한 겨울 공기에 잠에서 깨어 부시시한 얼굴로 맞이한 주말의 아침 창밖으로 나부끼는 하얀 겨울 손짓에 약간 으시시한 겨울의 아침 따뜻한 커피 한 잔에 차가운 몸을 녹이고 조금 일찍 찾아온 겨울과 악수를 단순한 이 노래로 오늘 날씨는 맑음 차가운 아침을 살살 녹이네 서늘한 겨울 공기에 잠에서 깨어 부시시한 얼굴로 맞이한 주말의 아침 창밖으로 나부끼는 하얀 겨울 손짓에 약간 으시시한 겨울의 아침 따뜻한 커피 한 잔에 차가운 몸을 녹이고 조금 일찍 찾아온 겨울과 악수를 단순한 이 노래로 오늘 날씨는 맑음 차가운 아침을 살살 녹이네 
"
62,62,  혼자 여기 또 나 혼자          , 김재희  ,발라드,"혼자 걷던 이길에 네 모습이 보여서 그래 니가 내게 왔어 니가 다가왔어 널 기다렸잖아 나 혼자 걷던 이 길에 사실 익숙해진 이길에 니가 또 다가올까 봐 나는 이 길을 걷잖아 난 말이야 니가 또 그리워져서 어떻게 하니 보이지 않는 길을 걷고만 있잖아 혼자 걷던 이 길에 너의 향기가 남아서 그 자리에 너의 흔적에 살다 혼자 돌아왔나 봐 나 혼자 걷던 이길에 사실 익숙해진 이길에 니가 또 다가올까 봐 나는 기대고 했었잖아 나 혼자 걷던 이길에 널 닮은 바람 불어와 이젠 널 알 수 없는데 너의 향기 남아 이길 돌아왔어 난 너의 향기를 기억해 
"
63,63,  하지 못한 말  Feat  해준           , 조안나  ,발라드,"나 그때는 몰랐어 너무나 약하고 어렸던 마음에 우린 그렇게 저물어 시간이 흘러도 나의 맘은 그 자리인 게 그대로인 게 난 너무 싫었어 아프고 아파도 괜찮다고 진심을 등 뒤로 밀어내도 나는 아직도 추억 속에 사는데 이별과 이별을 하고 싶어 기억을 지우고 싶은데 왜 다시 널 떠올리게 돼 날 웃게 했던 그날은 안녕 추억도 안녕 몇 번을 다짐해 봐도 잘 안돼 그 미련 앞에 또 서성이는 내가 너무 미운데 또 선명하게 드리워져 널 잊고 싶은데 시간이 더 지나야 하나 봐 몇 번을 되네 이는 혼잣말 나는 그렇게 다시 하루를 보내 조금은 익숙한 내 마음에 가끔씩 추억이 불어와 또다시 날 흔드는 너야 날 웃게 했던 그 날은 안녕 추억도 안녕 몇 번을 다짐해 봐도 잘 안돼 그 미련 앞에 또 서성이는 내가 너무 미운데 또 선명하게 드리워져 몇 번의 계절이 흘러야 하는지 모든 순간들 속에 네가 있어서 다 울어버리고 눈물이 마르면 괜찮을 거라고 날 웃게 했던 그 날은 안녕 추억도 안녕 몇 번을 다짐해 봐도 잘 안돼 그 미련 앞에 또 서성이는 내가 너무 미워서 늦었지만 이제야 하는 말 안녕 안녕 
"
64,64,  나의 라일락          , 김대건  ,발라드,"아주 어릴 적에 나 꽃잎이 떨어지던 날 귓볼을 스친 찬바람 결에 뒤를 돌아봤을 때 난 너를 처음 만난 그때가 여전히 선명해 같은 책을 빌려선 네가 좋아하는 구절은 몇 번을 더 읽었는지 난 모르겠어 그렇게 우리는 천천히 서로를 알아갔죠 아직 그곳에 머물러 있어 나의 라일락 봄처럼 따뜻한 문득 불어온 내 소중한 추억이겠죠 그대를 만나 아름다웠던 우리의 기억을 떠올리며 오늘도 아무렇지 않은 척 보냈죠 졸린 줄도 모르고 빼곡히 적었던 편지에 손가락이 퉁퉁 부어도 마냥 좋았어 그렇게 우리는 천천히 서로를 알아갔고 여전히 마음 한켠에 있죠 나의 라일락 봄처럼 따뜻한 문득 불어온 내 소중한 추억이겠죠 그대를 만나 아름다웠던 우리의 기억을 떠올리며 오늘도 아무렇지 않은 척 보냈죠 내가 사랑한 그대 그리워도 했었고 가끔 눈물 흘리기도 하죠 알아요 모든 건 추억이기에 예쁘고 아름다운 채로 남아야겠죠 나의 라일락 봄처럼 따뜻한 문득 불어온 내 소중한 추억이겠죠 그대를 만나 아름다웠던 우리의 기억을 떠올리며 오늘도 아무렇지 않은 척 보냈죠 
"
65,65,  너를 그려          , 리나  ,발라드,"쏟아지는 별을보며 너를세며 나와 함께 있는 너를 불러봐 푸른 바다 하얀모래 너를 그려 나와함께 있는 너를 그리워 차가운 바람소리 희미한 너의 모습 별빛 파도소리 텅빈 내맘 향기 쏟아지는 별을보며 너를세며 나와 함께 있는 너를 불러봐 쏟아지는 별을보며 너를세며 나와 함께 있는 너를 그려봐 
"
66,66,  너의 목소리를 들으면서 잠들고 싶어  Vocal by  서화           , 플리  Flee   ,발라드,"오늘은 나 너에게 말할 수 있을까 어리고 서투른 맘을 몰래 눌러 담아서 매일이 기대됐었던건 너를 만날 생각들에 들뜬 맘이었었나봐 나 너와 함께 걷고싶어 발을 맞추면서 매일 너의 목소리를 들으면서 잠들고 싶어 혹시 이런 맘이 부담일까 한참을 망설였지만 이젠 너에게 말할게 나 너와 함께 걷고싶어 발을 맞추면서 매일 너의 목소리를 들으면서 잠들고 싶어 이런 설레는 맘 고백할래 너에게 나 꿈에서도 너를 만나 같이 있고싶어 매일 너의 목소리를 들으면서 잠들고 싶어 
"
67,67,  사랑을 하고 있나요          , 노형돈  ,발라드,"그댈 처음 본 순간 수줍게 웃던 미소 지금 내 눈앞에 있어 정말 사랑하나 봐 함께 있는 지금도 그대만 보고 싶은걸 처음부터 우린 사랑하게 될 그런 운명처럼 잊을 수 없는 오늘 같은 날에 사랑을 하고 있나요 이게 꿈은 아니죠 지금처럼 행복한 적 없었던 거죠 사랑이 이런 거겠죠 어떤 하룰 살아도 온종일 그대뿐이죠 그댈 사랑하나 봐 웃으며 말하지만 지금도 설레고 있어 안아줄 수 있나요 함께 있는 지금도 눈부신 그댈 느끼죠 처음부터 우린 사랑하게 될 그런 운명처럼 잊을 수 없는 오늘 같은 날에 사랑을 하고 있나요 이게 꿈은 아니죠 지금처럼 행복한 적 없었던 거죠 사랑이 이런 거겠죠 어떤 하룰 살아도 온종일 그대뿐이죠 오늘이 지나가도 변하지 않을게 항상 곁에 있을게 그대를 만난 날들이 꿈만 같은 날이죠 함께라면 모든 날이 행복할 거예요 사랑해 이 한 마디로 다 담을 순 없지만 변하지 않을 말이죠 내게 와줘서 고마워 
"
68,68,  괜찮다고 말해줄래  feat  정너울           , 모하든  ,발라드,"날 그냥 내버려 둬 무너지고 싶은 날이죠 날 건드리지 마 지금은 아무리 노력해도 안돼요 내 맘은 아무도 몰라요 혹시 그대도 나와 같은지 툭 건드리면 눈물이 앞을 가려 약한 내 맘 보이고 싶지 않아 누군가의 무책임한 말들이 상처가 되어 가슴에 차올라 괜찮다고 말해줄래 그대의 손길이 닿으면 날 살아나게 하잖아 힘들 때 노래를 들어요 매일 꽃길일 수는 없겠지 어둠뿐이라고 이대로 주저앉지 마 수줍게 빛나는 나를 숨기지 마 누군가의 무책임한 말들이 상처가 되어 가슴에 차올라 괜찮다고 말해줄래 그대의 손길이 닿으면 날 살아나게 하잖아 조금만 더 힘을 내 잘하고 있어 그래 내가 지금까지 그래왔듯이 
"
69,69,  꿈꿔라          , 바리칸토  Baricanto   ,발라드,"우리에겐 꿈이 있어요 늘 그렇듯 다른 이들이 비웃고 안된다 하는 우리를 걱정하듯 보진 말아요 누군가 그랬듯 꿈을 꾸는 사람은 아름다우니 꿈이 있다고 열심히 하고 있는진 모르겠어요 때론 무얼해야 할지도 모르죠 모르는 것 투성일때엔 그저 꿈꿔라 가슴 미어 터질 때 까지 우리가 함께 나누는 모든 것들을 꿈꿔라 우리가 말하는 꿈이 꼭 무언가 되겠단건 아니죠 그저 꿈을 꾸다보니 함께 되었고 작은것에 고마움을 느끼죠 아마 꿈은 이렇게 꾸는 것만으로 행복인가 봐요 그러니 멈추지말고 꿈꿔라 가슴 미어 터질 때 까지 우리가 함께 나누는 모든 것들을 꿈꿔라 우리의 꿈이 소중한 꿈이 바래지질 않고 아름답길 행복으로 가는길에 아름다운 이꿈이 우리를 비추길 꿈꿔라 가슴 뛰는 소리가 들릴 때 까지 달려라 멈춤이라는 말을 잊을 때 까지 우리가 가는 곳이 행복으로 물들 때 까지 꿈꿔라 꿈꿔라 꿈꿔라 꿈꿔라 
"
70,70,  이것밖에          , 최유리  ,발라드,"미안하단 말도 못 해 우리의 지난날에 나는 멈춰 서서 사랑한단 말로 가득하던 우리 사랑과 너무 멀어졌어 사랑을 했고 나는 외로움과 함께 밀어붙이는 이기적인 맘 사랑을 해 또 나는 내 마음을 털어내 고된 나의 사랑들도 나의 마음 끝엔 고작 이런 노력밖에 없는 날을 보내 이 기적에 살아 정말 나를 줄게 이젠 날 돌아봐줄래 네가 없는 날에 나를 보내볼게 네겐 뭐든 줄게 내가 꿈꾸며 아껴왔던 내 모든 걸 줄게 어렵지 않아서 그래 모든 걸 모아줄게 뭐든 말해볼래 상처받은 말도 하나 없지만 그래 꿈이길 바라 눈 감을 때마다 그래 나는 나야 소리 내 뱉어보다가 온통 눈물로 가득 차와 나의 마음 끝엔 고작 이런 노력밖에 없는 날을 보내 이 기적에 살아 정말 나를 줄게 이젠 날 돌아봐줄래 네가 없는 날에 나를 보내볼게 오 나는 사라지는 날에 아쉬울 게 없듯이 너를 바라보는 것 내가 할 수 있는 게 그래 나는 잃어버리겠지만 이젠 멀어질 나를 위해 나의 마음 끝엔 고작 이런 노력밖에 없는 날을 보내 이 기적에 살아 이제 난 충분해 내게 남은 이것밖엔 내 모든 걸 준다는 이 마음이니 
"
71,71,  사실 난          , 윤  ,발라드,"너 없이 처음 보낸 오늘 하루가 이상할 만큼 잘 지나갔는데 내 방에 혼자 남아 있는 지금 난 계속 네 생각 나 눈물만 흘러 어둠이 내려앉아 작은 사진 속 스며든 달빛 그 빛에 비친 우린 행복한데 날 돌아선 뒷모습 바라만 보다 붙잡아 볼까 생각했지만 돌릴 수 없는 일인 걸 알아 다시 너에겐 우리는 없잖아 다 예전으로 돌아갈 것만 같아 우리 추억 정리 못하고 있어 날 돌아선 뒷모습 바라만 보다 붙잡아 볼까 생각했지만 돌릴 수 없는 일인 걸 알아 다시 너에겐 우리는 없잖아 사실 나 못하겠어 안될 것 같아 너 없는 난 내 옆에서 언제나 웃어준 너라서 늘 함께였던 그때로 돌아와 그날 밤 날 스쳐간 차가던 너를 붙잡았다면 달라졌을까 돌릴 수 있는 일인 거라면 다시 너에게 우리가 있다면 다 돌리고 싶어 
"
72,72,  올래   Feat  heyzee           , 영보스  ,발라드,"오늘 밤은 어제보다 길어 내 인생이 지루해질 것 같은 이 밤 너의 집 앞을 지나면 그저 생각이 나곤 하지 너의 사진을 보면 지금 보고 싶어져 우 우리 집 앞을 니가 지나갈 것 같아 하루 종일 바라보고 있어 이젠 안 되겠어 나가고 싶어 오늘 밤은 내 곁으로 올래 혼자서 잠들기 너무 싫어 자기 전에 내 생각은 할까 아무 생각 없이 자면 안 돼 하루하루 기다려지는 내 맘이 참을 수 없는 내 맘이 터질 것만 같은데 기다려본다 오늘 밤은 내 곁으로 올래 혼자서 잠들기 너무 싫어 오늘 밤엔 내 곁에 온다면 기분 좋은 꿈을 꿀 것 같아 내 마음을 알지도 못하면서 넌 자꾸 그래 내 마음도 내가 몰라 기다려본다 
"
73,73,      feat  전나래           , 이정윤  ,발라드,"난 알아 솔직한 건 늘 어렵단 걸 수많은 생각 속 날 지켜야만 하니까 우린 알까 한없이 가는 시간 속에 많은 걸 놓치며 산다는 걸 날이 선 말로 널 아프게 하고 미안하단 마음은 네가 날 알아주길 바래 다시 널 보며 얘기할 수 있을 거라 나도 그 누구도 의심하지 않았네 이별이란 늘 갑자기 찾아오는 것 아무런 예고도 없이 이별은 이런 날 비웃듯이 잠시 그를 놓았을 때 찾아오겠지 마음 속 날 찌르는 그 무엇이 작아진 누군가의 뒷모습일까 언제까지 기다려줄 것만 같아도 시간은 어느새 저 멀리 달아나있네 이별이란 늘 갑자기 찾아오는 것 아무런 예고도 없이 이별은 이런 날 비웃듯이 잠시 그를 놓았을 때 찾아오겠지 또 다시 마주해야 할 아픔이여 하루도 널 잊은 적 없네 이별은 이런 날 알면서도 잠시 그를 잊었을 때 찾아오겠지 
"
74,74,  Lost          , 보비  BOBI   ,발라드,"나는 누굴까 어디서 왔을까 나는 어디로 흐르고 있을까 여긴 어딜까 어디에 있을까 저 달님에게 물어야지 달님 아나요 날 보고 있나요 난 어디로 가는 걸까요 말해주세요 듣고 싶은걸요 날 어디로 데려가는 가요 어두운 저 하늘 너머엔 내가 있을까요 깊은 저 바다 끝에는 뭐가 있을까요 아무것도 모르겠어요 난 어디로 가야 할까요 말해주세요 듣고 싶은걸요 난 어디로 향해 가나요 나는 누굴까 뭘 하고 있을까 나는 어디쯤 지나고 있을까 나는 빛날까 빛나고 있을까 저 별님에게 물어야지 별님 아나요 날 보고 있나요 난 어디에 있는 걸까요 보여주세요 보고 싶은걸요 난 어디쯤 지나고 있나요 어두운 저 하늘 너머엔 누가 있을까요 깊은 저 바다 끝에는 내가 있을까요 아무것도 모르겠어요 난 어디로 가야 할까요 보여주세요 보고 싶은걸요 난 어디쯤 지나고 있나요 저 달빛에 비친 바람에 스친 내 모습 따라 걷다 걷다 두 눈에 비친 빗물에 적신 내 걸음마다 묻고 있네 어두운 저 하늘 너머엔 누가 있을까요 깊은 저 바다 끝에는 내가 있을까요 아무것도 모르겠어요 난 어디로 가야 할까요 보여주세요 보고 싶은걸요 난 어디쯤 지나고 있나요 나는 누굴까 끝없이 물어도 여긴 어딜까 아무리 걸어도 어느 곳에도 보이지 않네 
"
75,75,  이별마중  With 이형진           , 심영국  ,발라드,"저 멀리서 들려온다 날 부르는 너의 향기 아 모든 게 어제와 같아 널 바라보는 나 널 바라보는 난 난 아직도 어제인데 넌 무슨 얘길 하려 하는지 넌 말하지마 말하지마 오늘 오늘은 말하지마 오늘 밤이 길었음 좋겠어 너와 함께할 오늘 같을 내일이 없을 것만 같아 말하지마 오늘 말하지마 오늘 오늘은 제발 그 말 하지 마라 오늘 밤이 길었음 좋겠어 니가 없는 내일이 될 것 같아서 마지막 너의 눈을 눈에 담고 낯설어진 너의 손을 끌어잡고 함께한 추억들을 소리쳐도 넌 말하지마 말하지마 제발 제발 오늘 밤이 길었음 좋겠어 니가 없는 내일이 될 것 같아서 제발 제발 제발 말하지마 말하지마 제발 제발 
"
76,76,  사진          , 워커  Walker   ,발라드,"어느날 잠들어있던 나의 서랍 속 너를 만났어 꽃을 들고 환하게 서있던 너는 어린 소년이었고 아직 여기있는데 바래져가는 사진처럼 바래져가는 기억들도 소중한 순간만은 남아줘 시간이 가져간 기억 네 기억도 모래처럼 손잡을 틈도없이 흩어져 나에게 깊숙히 새겨진 흔적은 남겨지길 내 맘에 빈자리도 어린 소년은 나에게 많은 얘기를 들려줬었지 때로는 우스운 이야기들 조차 나에겐 꿈이 되었고 위로가 되곤했지 잊혀져가는 얘기처럼 잊혀져가는 기억들도 소중한 기억만은 남아줘 시간이 가져간 기억 네 기억도 모래처럼 손잡을 틈도없이 흩어져 나에게 깊숙히 새겨진 흔적은 남겨지길 내 맘에 빈자리도 같은 기억을 찾아 그날의 추억을 보고 너와의 그곳을 떠올리곤해 써내린 이야기 속에 그날의 흔적과 함께 사진으로 남아서 내 맘속 깊이 남아서 
"
77,77,  In heaven          , j glo  제이글로   ,발라드,"누구나 언젠가 이별을 하지만 우리는 조금 먼저 헤어진 거죠 어쩌면 가끔씩 생각나겠지만 다시만날수 있길 알수없는 따스한 손길이 나를 덮어주고 추웠던 겨울 보다 포근한 느낌 이제 걱정하지 않아도 돼 어딘가 모르게 익숙한 듯한 길 빛나는 별을 따라 걸어가 향기로운 손길 따라 더이상 아픔이 없는 이곳에서 영원히 있을게 걱정마요 나 없는 빈자리 많이 춥겠지만 따듯할수 있도록 기도할게요 이제는 만날수 없을지 몰라도 기다릴게요 안녕 햇살처럼 따스한 눈물이 나를 감싸주고 캄캄한 어둠속을 벗어나 지금 여기 하늘을 날아 어딘가 모르게 익숙한 듯한 길 빛나는 별을 따라 걸어가 향기로운 손길 따라 더이상 아픔이 없는 이곳에서 영원히 있을게 걱정마요 사랑해요 
"
78,78,  내 낡은 자전거  Riding           , UV  span    span 최시원  ,발라드,"내 낡은 자전거를 꺼내 본다 부러진 너트를 조여 본다 한동안 잊었던 여유 기억까지도 모든 걸 싣고 이제 너에게로 출발 두 볼에 스치는 바람과 입가에 흐르는 미소 난 또 왜 설레는 걸까 안돼 모두 다 속도를 맞춰라 경치를 즐겨라 날씨도 우리 편 Just feeling now 따르릉 따르릉 라이딩 달리자 달리자 라이딩 따라와 따라와 라이딩 비켜 비켜 비켜 거기 비켜나세요 부릉 부릉 부릉 거기 물러서세요 아무도 없는 벤치에 앉아본다 가만히 꺼내어본 네 기억 넌 지금 어디 있는지 어디서 뭘 하는지 결혼은 했을는지 솔직히 궁금해 너도 내 생각 할지 해는 산 뒤에 숨었어 강은 저 바다가 되었어 너는 여전한 My friend 모두 다 내 뒤로 붙어라 바퀴를 믿어라 우리 꿈을 향해 Fly to the sky 따르릉 따르릉 라이딩 달리자 달리자 라이딩 따라와 따라와 라이딩 비켜 비켜 비켜 거기 비켜나세요 부릉 부릉 부릉 거기 물러서세요 R I D I N G Riding Riding R I D I N G Just Riding Riding 따르릉 따르릉 라이딩 달리자 달리자 라이딩 따라와 따라와 라이딩 비켜 비켜 비켜 거기 비켜나세요 부릉 부릉 부릉 거기 물러서세요 
"
79,79,  마지막이 될 줄 몰랐어          , 전철민  ,발라드,"덤덤한 말투와 알 수 없는 네 표정이 하루 종일 괜히 불안했었나 봐 왜 그런지 물어봐도 잘 모르겠다고 말하는 널 그저 바라볼 수밖에 없었어 별일 아닌 듯 너에게 미안하다고 말을 해도 차갑던 네 모습 안녕 끝인사 하고 돌아서는 너 난 아무것도 할 수 없었어 똑같은 하루를 사는 게 익숙한 우리로 사는 게 마지막이 될 줄은 몰랐었는데 더 잘해주지 못했나 봐 그랬었나 봐 너 없는 하루를 사는 게 믿어지질 않아 우리 좋았었던 만큼 얼마나 아파야 사랑했던 널 지울 수 있을까 안녕 매일 웃으며 인사하는 널 이제는 정말 볼 수 없나 봐 똑같은 하루를 사는 게 익숙한 우리로 사는 게 마지막이 될 줄은 몰랐었는데 더 잘해주지 못했나 봐 그랬었나 봐 너 없는 하루를 사는 내게 넌 매일 습관처럼 선명하게 떠올라 아무것도 난 버릴 수가 없나 봐 행복했던 그날이 날 사랑 한단 그 말이 내게 남아서 보낼 수 없나 봐 똑같은 하루를 사는 게 너 없는 하루를 사는 게 더는 내게 아무런 의미가 없어 정말 좋았던 기억들만 남아 있나 봐 사랑했었던 너와의 하루가 그리워 
"
80,80,  난 그대만 사랑하고요          , 로쿠  roku   ,발라드,"기억하고 있어요 멀리 떠나갔던 맘 두려움만 남아서 괴롭히네요 기다리고 있어요 염치없는 바램도 그대로 다 담아서 간직하네요 그대 없는 날도 따뜻하고요 부질없는 하루들도 살 수 있어요 돌아오는 날은 아득하고요 난 그대만 사랑하고요 바라보고 있어요 영영 떠나갔던 밤 영원속에 남아서 세어지네요 바래지고 있어요 사소했던 약속도 속절없는 마음만 흘러가네요 그대 없는 날도 따뜻하고요 부질없는 하루들도 살 수 있어요 돌아오는 날은 아득하고요 난 그대만 사랑하고요 난 그대만 사랑하고요 난 그대만 사랑하고요 
"
81,81,  왜 날 사랑하지 않나요          , 정피트  ,발라드,"오늘은 어떤 이유로 그렇게 슬퍼하나요 또 그 사람이 그댈 아프게 했나요 내게는 가장 소중한 그댈 남자는 왜 그러냐고 물어오는 그대를 사랑하고 있는데 왜 난 사랑하면 안 돼요 왜 날 돌아보지 않나요 오랜 시간 그대를 사랑한 건 나인데 내 맘 왜 모르나요 그댈 사랑하는 한사람 그대 곁에 여기 있는데 내가 그 사람보다 더 사랑하는데 왜 날 사랑하지 않나요 시간 지나면 괜찮아질 거야 위로하는 내 맘은 찢어지고 있는데 왜 난 사랑하면 안 돼요 왜 날 돌아보지 않나요 오랜 시간 그대를 사랑한 건 나인데 내 맘 왜 모르나요 그댈 사랑하는 한사람 그대 곁에 여기 있는데 내가 그 사람보다 더 사랑하는데 왜 날 사랑하지 않나요 다가서면 그대 멀어질까 봐 오 난 사랑한단 말 못 하고 좋은 친구로 편한 사람으로 남아 아픈 가슴 안고 사는데 왜 난 사랑하면 안 돼요 왜 날 돌아보지 않나요 오랜 시간 그대를 사랑한 건 나인데 내 맘 왜 모르나요 그댈 사랑하는 한사람 그대 곁에 여기 있는데 내가 그 사람보다 더 사랑하는데 왜 날 사랑하지 않나요 
"
82,82,  언제나 그대 생각 때문에          , 김지수  ,발라드,"정신없이 이렇게 하루가 또 지나갔어 너를 떠올릴 시간은 있었던 걸 보니 그렇게 나쁘진 않았나 봐 매일 똑같은 반복이지만 내 마음속엔 항상 스며든 네가 있다는 걸 가끔 멀리 떨어져 있어도 너만이 텅 빈 내 마음속에 남아있어 혼자 걸을 때도 같이 걸을 때도 나는 항상 네가 옆에 있는 것처럼 언제나 그대 생각 때문에 행복해하는 나 고마워요 나와 함께 해줘서 매일 똑같은 반복이지만 내 마음속엔 항상 스며든 네가 있다는 걸 가끔 멀리 떨어져 있어도 너만이 텅 빈 내 마음속에 남아있어 혼자 걸을 때도 같이 걸을 때도 나는 항상 네가 옆에 있는 것처럼 언제나 그대 생각 때문에 행복해하는 나 고마워요 나와 함께해줘서 매일 같은 공허함 속에도 눈을 감고 느껴보면 어느새 네 앞에 서 있어 너도 나와 같을까 늘 고마워 항상 미안해 용기 내 너에게 꼭 하고 싶은 말 언제나 그대 생각 때문에 행복해하는 나 고마워요 나와 함께 해줘서 
"
83,83,  이 계절이 가면          , 신재  ,발라드,"마주 앉았던 우리 시간이 아직 선명히 남아 또 한 번 나를 울려 너무 예뻤던 거리 가득했던 꽃들도 어느샌가 떨어지고 있잖아 따뜻하게 안아주던 많은 꽃잎들이 이제 나를 차갑게 적신다 사랑한다 미워한다 널 보낸다 떨어지는 꽃잎에 너와 나의 추억이 진다 그리워도 힘겨워도 널 잊을게 이 계절이 가면 희미한 향기로 남기를 빗물처럼 쏟아지는 꽃잎 하나조차 밟지 못해 움직일 수 없어 사랑한다 미워한다 널 보낸다 떨어지는 꽃잎에 너와 나의 추억이 진다 그리워도 힘겨워도 널 잊을게 이 계절이 가면 희미한 향기로 남기를 멀리 돌아서라도 꼭 다시 오라던 그때의 나는 점점 흐릿해져 간다 사랑한다 미워한다 널 보낸다 다 없었던 일처럼 원래 그런 것처럼 흐릿해져 간다 그리워도 힘겨워도 널 잊을게 긴 시간이 가면 언젠가 아름답게 남길 
"
84,84,  조금만 더          , 진홍색  ,발라드,"일어나 눈을 뜨자마자 깊은 한숨을 쉬는 건 오늘도 두려워서 인가 봐 차가운 주위의 공기 빛이 없는 하루를 이제 당연하게 난 받아들이곤 해 조금만 더 조금만 더 힘을 내고 싶어 무너진 마음 나의 발밑에 부서져 버렸지만 난 굴하지 않고 포기하지 않고 괜스레 애써 웃음을 짓는대도 달라지진 않고 사람들이 나를 또 버려둔대도 나는 모를 거야 아마 모를 거야 조금만 더 조금만 더 견딜 수 있 다면 차가운 가슴 얼어붙어져 부서져 버렸지만 난 굴하지 않고 포기하지 않고 괜스레 애써 웃음을 짓는대도 달라지진 않고 사람들이 나를 또 버려둔대도 나는 모를 거야 아마 모를 거야 난 또 주저 않고 포기하려 하고 아무 말도 않고서 밤을 새 울 때도 달라지진 않고 난 차라리 이대로 무너진대도 다들 모를 거야 아마 모를 거야 
"
85,85,  너도 나만큼          , 뉴정  Newjung   ,발라드,"창문틈 사이로 스며든 빗방울을 바라보며 널 불러보아도 드높은 하늘의 까만먹구름 처럼 오늘 하루도 막막하기만해 바라만 보아도 좋았던 우리였는데 어느새 남이 되어버린 니가 참 그리워 이젠 바라볼수 없고 만질수도 없는 너의 모습을 놓아주려고해 가끔 눈물이 흐르고 조금 힘들겠지만 이겨낼게 너도 나만큼 아플테니까 여전히 내 기억속엔 너와 함께한 추억들이 아직 남아서 서글프지만 더이상 그려볼수 없고 돌아갈 수도 없는 우리 추억을 보내주려고해 가끔 눈물이 흐르고 조금 힘들겠지만 이겨낼게 너도 나만큼 아플테니까 나 미치도록 그리워도 널 찾지 않을게 보란듯이 잘 살고있을게 대신 하나만 기억해줘 널 만나는 동안 누구보다 너를 사랑했다는걸 
"
86,86,  Stay With Me feat 안재필 문자영           , 강안나  ,발라드,"Oh Darling I’ll never let go holding you close to my heart You heard my song you are my love holding you close to my heart I heard a song by the river the voice was clear and strong I ran to join in her song we sang the night away I saw a girl by the river her voice stirred my heart her eyes shone like a thousand stars I found my summer love Oh Darling I’ll never let go holding you close to my heart Singing together under the stars our melodies become harmonies everyday is endless with you Oh Darling I’ll never let go holding you close to my heart so stay with me When I’m with you my feet don’t touch the ground fears are gone I sing our song you’re the one for me Your hand holding mine round and round we will fly fears are gone I sing our song This is my heart tell me Darling Can we sing together forever This is my heart tell me Darling love will last longer than Summer Don’t leave me stay by my side Oh Darling I’ll never let go holding you close to my heart You heard my song you are my love holding you close to my heart so stay with me 
"
87,87,  겨울의 끝자락  Feat  박성령           , crack  ,발라드,"시렸던 바람들에 깊이 베여버린 마음이 힘들었다고 참 아팠다고 참아왔던 날들에 이제야 끝이 보여 너에게서 날 그 안에서 날 행여나 마주치지 않게 아주 멀리 떠나갈 거야 가면 되는데 왜 난 가지 못하고 있는 걸까 고개를 돌려 희미하게 보이는 고갤 숙인 채 멍하니 있는 너를 두고 맘 편히 멀어질 수 있을까 아쉬운 마음에 다시 너에게로 가면 안되는 걸 서로가 아는데 우린 그 누구도 떠나가지 못하고 있는 걸까 단 한 번의 발자국 그 짧은 시간에 우리가 남겨온 많은 걸음이 없어진단 게 아쉬워서일까 이젠 멀어져야만 하는데 행여나 마주치지 않게 아주 멀리 떠나갈 거야 떠나가면 되는데 왜 난 너에게서 벗어나지 못하고 있는 걸까 고개를 돌려 희미하게 보이는 고갤 숙인 채 멍하니 있는 너를 두고 맘 편히 멀어질 수 있을까 아쉬운 마음에 다시 너에게로 가면 안되는 걸 서로가 아는데 우린 그 누구도 떠나가지 못하고 있는 걸까 아픈 추억만 남긴 채 좋았던 기억은 다 가져갈게 흐르는 눈물도 잠깐뿐일 거야 눈이 녹아 없어질 때까지 고개를 돌려 희미하게 보이는 고갤 숙인 채 멍하니 있는 너를 두고 맘 편히 멀어질 수 있을까 아쉬운 마음에 다시 너에게로 가면 안되는 걸 서로가 알기에 우린 그 누구도 돌아서지 못하고 있는 걸까 
"
