,title,artist,genre,lyric
247,  YOU KNOW I DONT KNOW  feat  NONE           , 류한  ,랩 힙합,"처음 한번 네게 배웠던 사랑이 지워져 love is done 방법을 퍼렇게 잊었어 바보같이 사랑이 뭔지 아직도 잘 몰라 i dont know 날 몰라 i dont know Wipe it up i dont know 사랑이 어떤 색인지 you know i dont know i dont know how to love 따뜻했던 것만 기억이 겨우내 걸리지 않던 감기 떠올려 보려 기억을 되감기 yeah 하얀 것들이 따뜻하다고 느꼈던 기억들이 스쳐가 꿈에서 깨 먹구름이 눈앞을 덮어도 해가 떠 있단 걸 잊어 그걸 떠올릴 때 거울 속 아인 여전해 배웠던 사랑도 헷갈려 전부 던졌네 feel it like night 다시 느낄까 아침에 차피 결국엔 다시 던지겠지 어둠에 걸어 Moonwalk like a Jackson 다시 네게 배울까 영화 같던 Lesson 하던 이유도 잊어 올라와 closing credits 눈 떠보니 해는 뜨고 또 소파 위에 처음 한번 네게 배웠던 사랑이 지워져 love is done 방법을 퍼렇게 잊었어 바보같이 사랑이 뭔지 아직도 잘 몰라 i dont know 날 몰라 i dont know Wipe it up i dont know 사랑이 어떤 색인지 you know i dont know 방이 또 추워 잠은 오지 않고 이내 또 아침이 그리워 결국 약을 삼켜 조금이라도 볼 수 있을까 해서 그래서 어차피 전부 사라져 괜히 했던 기대도 어차피 시들어 아침은 없고 결국 전부 i dont know 느꼈던 온기도 잊어 there is none there is none 아무것도 없어 얼마 지나 다 잊어버려 난 또 기억하려 삼키지만 또 실수를 반복 그리워 며칠을 잠에 들기도 해 난 또 걸어 Moonwalk like a Jackson 다시 네게 배울까 영화 같던 Lesson 하던 이유도 잊어 올라와 closing credits 눈 떠보니 해는 뜨고 또 소파 위에 처음 한번 네게 배웠던 사랑이 지워져 love is done 방법을 퍼렇게 잊었어 바보같이 사랑이 뭔지 아직도 잘 몰라 i dont know 날 몰라 i dont know Wipe it up i dont know 사랑이 어떤 색인지 you know i dont know 아마 그때도 난 지금과 다를 게 없었어 모두 다 내 변명인 걸 알지만서도 내 맘의 방향을 잘 몰라서 이제야 돌아와서 너에 옆에 있어 널 보게 해줘 처음 한번 네게 배웠던 사랑이 지워져 love is done 방법을 퍼렇게 잊었어 바보같이 사랑이 뭔지 아직도 잘 몰라 i dont know 날 몰라 i dont know Wipe it up i dont know 사랑이 어떤 색인지 you know i dont know 
"
248,  Tell Me What You Got          , Vona fide  span    span SPLASHY  ,랩 힙합,"What the fuck is going on Tell me right now 나는 지금 칠 기분아니야 장난 Shawty tell me what you got 불러 lala RIP Before me 이젠 bye bye 여전히 그녀 허리엔 Double c 버릴거야 예전에 내 아픈 메모리는 머리 안에 채워 예쁘장한 멜로디 ride with it ride with it ride with it huh One for the money and Two for the Show uh 그리고 내 가족과 친구들과 난 걸어 Don't worry mom and daddy I go hard 난 안 외롭지 난 안 외롭지 내 꿈은 너와 달리 작지않아 저기 grammy 더 많은걸 원해 난 더욱 빨리 난 또 다시 around I love my life Pouring Poruing lean We go hard now 미안 너랑 놀 시간은 없어 See you next time 그녀가 찬 벨튼 double C 내가 찬건 B B Dance wit me Dance wit me Dance wit me Oh baby please stop why you tryna blame on me I'll tell you my wish 내년엔 잘되길 모두가 모여 빌어 간절히 진짜 얼마 안남았어 We all in 날 가둔 나쁜 생각들은 전부 멀리해 What did you give up for a hit im all in I dont wanna block your way Cant stop 너희 계속해서 말만 해 I dont wanna block your way Cant stop 너희 계속해서 말만 해 What the fuck is going on Tell me right now 나는 지금 칠 기분아니야 장난 Shawty tell me what you got 불러 lala RIP Before me 이젠 bye bye 여전히 그녀 허리엔 Double c 버릴거야 예전에 내 아픈 메모리는 머리 안에 채워 예쁘장한 멜로디 ride with it ride with it ride with it huh One for the money and Two for the Show uh 그리고 내 가족과 친구들과 난 걸어 Don't worry mom and daddy I go hard 난 안 외롭지 난 안 외롭지 내 꿈은 너와 달리 작지않아 저기 grammy 더 많은걸 원해 난 더욱 빨리 난 또 다시 around I love my life 
"
249,  졸업          , OrlandoRock  ,록 메탈,"그대의 머리 위로 흩날리는 샛노란 개나리 꽃잎이 봄이 왔음을 알리면 그대가 걸어왔던 이 길위의 발자국 하나하나가 삼년의 증거야 어울리지 않던 교복을 입고서 걸어가며 달려갔던 웃으며 울었던 활짝 열린 미래로 안녕이라고 말하지는 않을거야 분명 언젠가 모두함께 모여 오늘을 추억할테니 떠나가는 그대의 뒷 모습 보면서 우리가 저 멀리 떨어져있어도 잊지 않을테니까 우리들은 아무도 알 수 없는 미랠 향해 같은 꿈을 꾸었던 그 교실안에서 하지만 이제라면 알 것 같아 순수하게 웃었던 소중한 순간을 10년후에 우리 다시 만난다면 모든 것이 싹이트고 미소속에 가득차며 피어나는 우정을 안녕이라고 말하지는 않을거야 언제 어디든 그대의 소식이 들려온다 믿으니까 떠나가는 그대의 미소를 떠올리며 우리가 저 멀리 떨어져 있어도 잘 될거라 믿을게 안녕이라고 말하지는 않을거야 떠나가는 그대의 앞날을 믿고서 우리가 잠시는 떨어져 있어도 다시 만날테니까 잊지 않을테니까 
"
250,  너          , kenessi  ,R amp B Soul,"너를 알게 되고 나서부터 난 하루하루가 행복했다가도 도무지 알 수 없는 너의 표정 말투 날 어지럽게 해 널 향한 손짓들이 빙빙 돌아 널 둘러싼 많은 사람들 그 속에 난 헤매이고 있을 텐데 그저 널 바라보고 있는 걸론 이젠 부족해 난 너에게 더 많이 많이 주고 싶어 내 모든 마음을 담아 바라지 않는다는 거짓말은 하지 않을래 너의 주변 모든 것들이 난 질투가 나 내 안에 널 가두고 싶어 you locked up in the glass 내 품에 갇힌 어여쁜 철새 이 겨울이 가도 넌 떠나갈 수 없을걸 don't try to cross my fence 내게서 더는 멀어지지 마 오늘만 이대로 내 곁에서 멈춰줄래 나도 예쁘고 멋진 그런 사람이 되고 싶어 바보 같은 생각들은 지워버려 한없이 빛나는 너의 눈에 꼭 들어오게 내가 들어갈게 더 많이 많이 주고 싶어 내 모든 마음을 담아 바라지 않는다는 거짓말은 하지 않을래 너의 주변 모든 것들이 난 질투가 나 내 안에 널 가두고 싶어 you locked up in the glass 내 품에 갇힌 어여쁜 철새 이 겨울이 가도 넌 떠나갈 수 없을걸 don't try to cross my fence 내게서 더는 멀어지지 마 오늘만 이대로 내 곁에서 멈춰줄래 하루하루 변하는 내 모습이 난 너에게 보여지길 바래 난 너로 인해 모든 게 바뀌었어 새로운 내 세상 안에 you locked up in the glass 내 품에 갇힌 어여쁜 철새 이 겨울이 가도 넌 떠나갈 수 없을걸 don't try to cross my fence 내게서 더는 멀어지지 마 오늘만 이대로 내 곁에서 멈춰줄래 
"
251,  함께 있자  Feat  모트           , 소유나  ,발라드,"함께 있자 우리 둘은 나와 있자 오래도록 너와 나 여기 있을 땐 이 공기 우리만의 것이고 우리 둘 여기 앉을 때마다 둘만의 공간이 돼 버려 대화를 주고받을 땐 우린 서롤 위해주고 있었네 함께 있자 우리 둘은 나와 있자 오래도록 우리 여기 멈춰 있자 누가 우릴 밀쳐내도 뚜두뚜두뚜두뚜두 뚜두뚜두뚜두뚜두 뚜두뚜뚜뚜두뚜두 뚜두뚜뚜뚜두뚜두 뚜두뚜두뚜두뚜두 뚜두뚜뚜뚜두뚜두 뚜두뚜두뚜두뚜두 뚜두뚜두뚜두뚜두 함께 있자 우리 둘은 나와 있자 오래도록 우리 여기 멈춰 있자 누가 우릴 밀쳐내도 함께 있자 우리 둘은 나와 있자 오래도록 우리 여기 멈춰 있자 누가 우릴 밀쳐내도 
"
252,  Lonely          , FOOL IN THE POOL  풀인더풀   ,일렉트로니카,"마음과 마음 사이에 벌어진 틈 오히려 편안한 그곳으로 어색한 사이의 멀어짐이 나쁘지 않은 loneliness 어쩌다 혼자가 편해져 버린 하루하루에 복잡한 사이를 더는 참을 수 없어 사람들이 불편해진 맘을 어쩔 수 없어 Don’t reach for me anymore I feel lonely I got used to it better Lonely Lonely Yeah It dosen’t matter You don’t know me I’ll just do it like this Lonely I feel loneliness It’s so comfortable I wanna stay away from you I wanna stay away from you 쓸쓸한 외로움이 편해져 버린 나의 세상에 들어와 소란스럽게 나를 괴롭힌다면 남아있는 마음마저 사라지지 않도록 Don’t reach for me anymore I feel lonely I got used to it better Lonely Lonely Yeah It dosen’t matter You don’t know me I’ll just do it like this Lonely I feel loneliness It’s so comfortable I wanna stay away from you 잔잔한 밤이 깨지 않게끔 아무도 내 안에 들어오지 말아줘 닳고 닳은 마음을 꺼내어 눈으로 본다면 You can’t say that this is normal I don’t lean on you What goes on in my mind You don’t know my mind I don’t feel sad anymore I don’t lean on you What goes on in my mind You don’t know my mind You can’t say that this is normal 
"
253,  소리쳐봐  Feat  고요           , 이구이  IGWI   ,포크 블루스,"세상은 낯설고 차갑기만 한데 자꾸만 내게 잘못됐다고 하는 사람들이 그렇게 떠나고 내게 남겨진 책임감과 막막함에 움츠려있는 나 라떼는 말해 성공의 방정식 다 빼고 말해 서로의 Diversity 다시 말해봐 네가 만든 세상 네가 만든 편견들 다 까먹었나 당신의 잔소리 때문에 항상 당해 나의 친구들이 다 그대들이 만들어 놓은 세상 만들어 놓은 원칙들 소리쳐봐 더 크게 말야 그대로 외쳐봐 내 꿈을 말야 겁쟁이라 생각하지 않아 나는 말야 다 때려치워봐 그 핑계 말야 그렇게 외쳐봐 다 듣게 말야 이젠 우리가 바라는 걸 찾아 떠나 음악은 흐르고 있고 오늘도 지구는 돌지 생각이 넘 많고 우린 우주 속의 먼지 돌아오는 길이 전부 가시밭길 일지라도 나 여기 찍고 다시 새겨 내 발자국 위태로운 순간 순간 위를 달려 오늘은 또 누가 떨어질까 말까 돌아보니 여긴 전부 말라버린 사막 되돌리기엔 늦어 전부 말라버린 낭만 가끔 혼자 나만 여기 혼자 남아 매일 소리쳐도 메아리만 크게 남아 널 위한거라 했지만 내 맘이 그게 아냐 내가 담고 뿌린 것들 전부 나를 위해 남아 걱정도 많지 ma friend 어쨌든 don’t be afraid 걸어가는 길이 길이고 넘어져도 우린 거칠게 걷다 가다가 보면 보여 Sunrise to sunset Monday to Sunday 어쨌든 life is so perfect 소리쳐봐 더 크게 말야 그대로 외쳐봐 내 꿈을 말야 겁쟁이라 생각하지 않아 나는 말야 다 때려치워봐 그 핑계 말야 그렇게 외쳐봐 다 듣게 말야 이젠 우리가 바라는 걸 찾아 떠나 oh go away 소리쳐봐 걱정도 많지 ma friend 어쨌든 don’t be afraid 걸어가는 길이 길이고 넘어져도 우린 거칠게 걷다 가다가 보면 보여 Sunrise to sunset Monday to Sunday 어쨌든 life is so perfect 소심했던 그때는 말야 잘 몰랐었나 봐 그래도 말야 이제는 내가 원하는 걸 um 
"
254,  봄의 비          , BehindtheMoon  ,록 메탈,"밤새 내린 봄날의 비는 가여운 날을 위로하고 따뜻함을 실은 속삭임에 가벼워진 발걸음 머리를 쓰다듬는 바람결에 자꾸만 부끄러워져도 초조해하진 않을게 눈앞에 내리는 벚꽃들처럼 푸른빛 하늘에 두고 칠해진 저 분홍빛의 꽃잎을 타고 그곳에 어울려 우리만의 못다 한 이야기를 나누자 그 동안 무얼 하며 지냈는지 그것도 궁금하고 여전히 너의 모든 것들이 더 생각나는 오늘 머리를 쓰다듬는 바람결에 자꾸만 부끄러워져도 초조해하진 않을게 눈앞에 내리는 벚꽃들처럼 푸른빛 하늘에 두고 칠해진 저 분홍빛의 꽃잎을 타고 그곳에 어울려 우리만의 못다 한 이야기를 나누자 마침 벚꽃잎이 살짝 볼에 닿은 순간 그리 낯설지 않게 널 안아주고 싶어 푸른빛 하늘에 두고 칠해진 저 분홍빛의 꽃잎을 타고 그 곳에 어울려 우리만의 못다한 이야기를 나누자 
"
255,  동백          , 강연우  ,록 메탈,"초록빛 자리는 저물어 가고  머리엔 보라색 리본  너와의 기억을 더 잘게 부셔  더이상 쓰지 않게 잘게 부셔  서로는 서로에게 어떤 사람이 될까  아픈 상처가 다 아문다면  난 너의 날씨가 좋을때면  지나치기 힘든 담장 옆 꽃이 될게  서로는 서로에게 어떤 사람이 될까  아픈 상처가 다 아문다면  난 너의 날씨가 좋을때면  지나치기 힘든 담장 옆 꽃이 될게  서로는 서로에게 어떤 사람이 될까 아픈 상처가 다 아문다면 난 너의 날씨가 좋을때면 지나치기 힘든 담장 옆 꽃이 될게 
"
256,  Dive in          , 리디 leady   ,록 메탈,"라디오를 틀면 어딘가 익숙한 목소리가 들려 우리 자주 듣던 그 노래에 빠져 추억을 여행해 지겹도록 부른 꼭 우릴 닮았던 저 노래가사 처럼 떠나고 싶어 우리만 남겨진 그 어떤 곳으로든 너의 눈이 나의 발이 닿는 어느 곳에서 조용하고 아름다운 여행길에 언제든 Dive into you 너의 품속에 파도가 일어날 때에 Dive into you 나를 안아줘 너의 품은 나만의 paradise Paradise 너의 품은 나만의 paradise Paradise 너의 품은 나만의 paradise 너와 자주 가던 곳에서의 하루 혼자는 외로워 혼자 하던 것도 모두 네가 없으면 이제 힘이 드는 걸 너의 눈이 나의 발이 닿는 어느 곳에서 조용하고 아름다운 여행길에 언제든 Dive into you 너의 품속에 파도가 일어날 때에 Dive into you 나를 안아줘 너의 품은 나만의 paradise Dive into you 너의 품속에 파도가 일어날 때에 Dive into you 나를 안아줘 너의 품은 나만의 paradise Paradise 너의 품은 나만의 paradise Paradise 너의 품은 나만의 paradise 
"
257,  stupid          , G  Nine  ,R amp B Soul,"Err ya this song’s for ya When I need you the most You just go out of sight But I did nothing wrong You won’t even say why So I’m dyin’ so I’m dyin’ And I’m writin’ this song Hopin’ you would stop by But you don’t seem to care No I can’t sleep at night So I’m cryin’ so I’m cryin’ Sometimes I dream that I would be holdin’ hands ’til we’re 80 While my friends say otherwise I still believe in you I’ll be waitin’ I feel so stupid stupid stupid But you know it’s useless Truth is I miss your touch And it’s hard to un-miss you now Will you come and tell me how I need a cupid cupid cupid ‘Cause you know that I’ve been so clueless You screwed me up Wanna feel just safe and sound Instead you left me to drown Oh I’m hopeless I’m so scared You promised you will care Instead you decided to get rid of me while I was waitin’ But I feel like a fool ‘Cause I still have you on my mind daily I don’t know if you would But if you’re comin’ back I’ll be waitin’ I feel so stupid stupid stupid But you know it’s useless Truth is I miss your touch And it’s hard to un-miss you now Will you come and tell me how I need a cupid cupid cupid ‘Cause you know that I’ve been so clueless You screwed me up Wanna feel just safe and sound Instead you left me to drown I always need you by my side Losin’ you I’d rather die I need you I need you I need a cupid I need a cupid Oh I’m so clueless Stupid stupid 
"
258,  그대는 그래요  feat  명한           , 훤  ,포크 블루스,"나 그대에게 하고 싶은 말이 있어요 그대를 만난 이후 내 삶이 모두 변해가요 좋은 곳을 보면 그대와 함께 걷고 싶고 맛있는 걸 보면 그대와 함께 먹고 싶고 예쁜 것을 보면 그대에게 선물하고 싶고 그래요 내 마음이 그래요 나 그대만을 내 마음에 두고 있다구요 나 그대 맘을 내 걸로 만들고 싶어요 좋은 곳을 보면 그대와 함께 걷고 싶고 맛있는 걸 보면 그대와 함께 먹고 싶고 예쁜 것을 보면 그대에게 선물하고 싶고 그래요 내 마음이 그래요 그래요 그대를 좋아해요 나 그대만을 내 마음에 두고 있다구요 나 그대 맘을 내 걸로 만들고 싶어요 나 그대만을 내 옆에 두고만 싶어요 나 그대 맘에 들어가도 괜찮을까요
					"
259,  장난          ,  층과 층사이  ,포크 블루스,"비가 부는 바다를 따라 난 하얀 차를 몰고 가다가 문득 나를 덮혀오는 생각에 난 천천히 차에서 내렸어 우린 엉킨 생각들을 풀으려 무던히도 노력하곤 했었지 그렇게 지난날을 되새길수록 상처를 받는지도 모르고 난 그저 이 근처에 예쁜 집을 하나 짓고 싶어 너무 많은 생각이 머무를 수 없는 우린 의미 없이 장난을 주고받는 난 그저 저 너머에 너와 오래도록 같이 있고 싶어 노란 꽃을 직접 골라 와서 심자 꽃말을 잘 알지는 못해도 바람이 머문 언덕에 앉아 난 한참 동안 널 떠올렸어 그걸 후회라곤 할 수 없지만 조금은 그리울 것도 같아 난 그저 너와 오랜 시간을 아프지 않고 싶을 뿐이야 파도 소리에 선한 꽃바람에 곤히 잠든 넌 여행을 떠나겠지 
"
260,  Topspot          , Jinee  지니   ,랩 힙합,"I’m gonna chill Umm that’s a vibe You really hope to try to live my life 안돼 나의 the opposing side 계속해서 날 envy 소용없지 다 난 매일 drop drop drop 갈래 top spot spot 다 get it pop like a chop chop chop drop drop drop 갈래 top spot spot 다 get it pop like a chop chop chop Ayy walk it everything 이뤄 난 gain means 쓸어 담은 다음 It’s lit 알아 난 yah 나처럼 타봐 groove을 더 You can’t afford it 감당 못한다면 말해줘 always want more 높이 저 위를 craving and chasing bouncingly Take the high road 시작이고 걸어 like a tattoo 새겨줄게 날 I got the juice 뻔히 보이지 girl Make a note 잘 받아 적어봐 봐 motley crowd 어디든 don’t care about 날 보고 뭐라더라 versatile 이걸론 not enough 부족한 words 난 더 화려하게 get jiggy jiggy I’m gonna chill Umm that’s a vibe You really hope to try to live my life 안돼 나의 the opposing side 계속해서 날 envy 소용없지 다 난 매일 drop drop drop 갈래 top spot spot 다 get it pop like a chop chop chop drop drop drop 갈래 top spot spot 다 get it pop like a chop chop chop bossyboots 난 안 봐 저 뒤 욕해봐도 no You feels a bit iffy like a madman Be bold day by day Take it more 가져 더 없어 mercy bossyboots 난 안 봐 저 뒤 욕해봐도 no You feels a bit iffy like a madman Be bold day by day Take it more 가져 더는 없어 fall 
"
261,  Tale          , 신기루  SIN GIRU   ,R amp B Soul,"I still think of you But now I’m trying to Fly alone not together Why can’t I find clues At the time I need you Like a four leaf clover I know you fooled My heart you used Your special spell on me I’m still under your spell You who I used to know Now you’re just someone else Out of my book Don't let me down Don't test me now Don't let me go Don’t let me think what if again babe Don’t let me die It takes me back You made me say goodbye Don’t let me think what if again babe I know it looks blue I know that can’t glue But I refused everything for you Well I guess I loved You too Much hope you soon Understand why I was Acting that way True you Is not poor you I really loved that one I really do Don't let me down Don't test me now Don't let me go Don’t let me think what if again babe Don’t let me die It takes me back You made me say goodbye Don’t let me think what if again babe You told me That later You will text me Let this be My third letter To you from me Don't let me down Don't test me now Don't let me go Don’t let me think what if again babe Don’t let me die It takes me back You made me say goodbye Don’t let me think what if again babe 
"
262,  떠나지 못한 우리          , 태준  TAE JUN   ,발라드,"널 많이도 사랑했나봐 매일 널 그리워하고 있어 너의 웃는모습이 떠올라 나는 언제쯤 널 잊을수 있을까 나없이 잘 지내는것 같아 매일 난 혼자 울고 있는데 눈을 감아도 너만 보이고 나는 언제쯤 너 없이 웃어볼까 너없는 하루가 너무 힘들어 그래도 웃을래 널 만날수 있다면 행복했던 그날 너무 그리워 꼭 다시 돌아와 오늘은 종일 비가 내리네 하늘도 이런 내맘을 아는걸까 내일도 비가왔음 좋겠어 비가 그치면 내맘 누가 알아줄까 너없는 하루가 너무 힘들어 그래도 웃을래 널 만날수 있다면 행복했던 그날 너무 그리워 꼭 다시 돌아와 널 한번 더 잡아보고 싶은데 그땐 자존심 때문에 널 잡지 못했어 마지막으로 널 붙잡아볼께 지금 니가 너무 보고 싶어 그때는 미안해 잡지 못해서 널 만나러갈께 니 집앞으로 갈께 나에게 달려와 안아주는 너 정말 다행이다 
"
263,  헷갈리게 해          , DHDR  ,랩 힙합,"쉴새없이 계속 조잘거려 가끔 툭툭치고 덥썩 팔짱을 껴 이거봐 이거봐 너 날 보고 그렇게 환하게 웃으면 내 심장이 녹아내려 이러다 나 착각할 것 같아 아니 사실 혼자만의 착각일까 두려워 넌 모두에게 친절한데 혼자 특별하게 느낀거 아니지 아닌가 헷갈려 왜 헷갈리게 해 헷갈려 왜 헷갈리게 해 헷갈려 왜 헷갈리게 해 모르겠어 날 부를 때 니 목소리 유독 달콤한건지 아님 원래 그런건지 니가 나와 눈을 맞추는건지 내가 너와 눈을 맞추는건지 은근은근 슬쩍슬쩍 내 옆에 와서 앉는거야 아님 그저 내 옆 자리가 비어 있던거야 궁금해서 그래 진짜 내가 이상한거야 니가 이상한거야 말해봐 이러다 나 착각할 것 같아 아니 사실 혼자만의 착각일까 두려워 넌 모두에게 친절한데 혼자 특별하게 느낀거 아니지 아닌가 헷갈려 왜 헷갈리게 해 헷갈려 왜 헷갈리게 해 헷갈려 왜 헷갈리게 해 Baby 말하고 싶어져 널 보면 빠져 들어 너의 눈에 설레 작은 행동 하나하나 다 헷갈려 왜 헷갈리게 해 헷갈려 왜 헷갈리게 해 헷갈려 왜 헷갈리게 해 헷갈려 왜 헷갈리게 해 헷갈려 왜 헷갈리게 해 
"
264,  덤 덤          , 지난  ,랩 힙합,"덤덤 내가 걷고 있는 길은 너보다 무덤덤 어쩜 너를 질투하나 봐 나는 그저 어떤 똑같은 길 평범한 길 그 속이라 보고 똑같은 일 질투하지 너는 얼마큼 하고 밤 가로등 무덤덤 혼자서도 밝게 밤 가로등 무덤덤 혼자서도 밝게 왜 이리 밖에 혼자 있는 채 홀로 떠 있네 높지도 않지 밤 가로등 무덤덤 혼자서도 밝게 밤 가로등 무덤덤 혼자서도 밝게 왜 이리 밖에 혼자 있는 채 홀로 떠 있네 높지도 않지 그리 높지도 않은 곳 눈길 가면 비춰주던 멀지 않아 손 뻗으면 닿지 않고 멀어진 외로이 떨어진 모퉁이 혼자서 빛내고 있는 밤 가로등이 걸음이 멈추지 왠지 낯설지만 않으니 공중에 홀로 떠있어 묻지 않았던 손때 나만 이해 못 하지 다른 공감대 딴 세상에 난 혼자라서 조금 더 불안해 가끔 그사이 비치는 달빛 그마저도 희미하지 구름에 가린 고개를 숙인 채로 비치는 불빛 땅덩어리만을 쳐다보고 있어 고개 들어 쳐다보지 못해 비가 와서 발밑에 물 고이면 출렁이던 물에 비친 불빛은 고민 섞인 얼굴처럼 일그러져 유난히도 오늘따라 눈에 띄던 빛 평소와 다른 마음에 괜시리 쳐다봐 버릇처럼 넌 같은 밝기 그 자리에 걸었던 처음부터 밤 가로등 무덤덤 혼자서도 밝게 밤 가로등 무덤덤 혼자서도 밝게 왜 이리 밖에 혼자 있는 채 홀로 떠 있네 높지도 않지 밤 가로등 무덤덤 혼자서도 밝게 밤 가로등 무덤덤 혼자서도 밝게 왜 이리 밖에 혼자 있는 채 홀로 떠 있네 높지도 않지 눈앞에 아른거려 빛이 점점 눈 감아 마음속은 더 무덤덤 눈앞에 아른거려 빛이 점점 눈 감아 마음속은 더 무덤덤 
"
265,  Im Back          , 올빼미 Owlpemy   ,R amp B Soul,"I'm back I'm back 반대로 돌아가줘 안돼 난 못해 니가 날 버려줘 죽지않고 살아 돌아왔다 보기좋게 ye 날 보고 어떤 표정을 지을지 궁금해 ye 가식적인 표정 위에 숨어 가려진 베일에 임재범 처럼 불러 오늘도 우는 너를 위해 i got you 놓치지 않을거야 다시는 반듯하게 접어놓은 종이 처럼 우리 맞닿아서 떨어지지 말자 i got you i got you 돌아와 I'm back I'm back 안돼 더 이상은 I'm back I'm back 반대로 돌아가 이미 새겨저 버렸어 my mind 이기적인걸 알지만 다시 돌아갈래 i got you 놓치지 않을거야 다시는 반듯하게 접어놓은 종이 처럼 우리 맞닿아서 떨어지지 말자 i got you i got you 돌아와 I'm back I'm back 안돼 더 이상은 I'm back I'm back 반대로 돌아가 I'm back I'm back 안돼 날 잡아줘 I'm back I'm back 첨으로 돌아가 내머리 속에 박힌 추억도 메모리 남아 나쁜 기억도 그럼에도 다시 돌아가는 이유는 오직 너이기 때문이야 내머리 속에 박힌 추억도 메모리 남아 나쁜 기억도 이젠 다 털어버리려고 해 돌아갈곳마저 잊어버리게 I'm back I'm back 반대로 돌아가줘 안돼 난 못해 니가 날 버려줘 I'm back I'm back 안돼 더 이상은 I'm back I'm back 반대로 돌아가 I'm back I'm back 안돼 날 잡아줘 I'm back I'm back 첨으로 돌아가 
"
266,  A Song for The Love  with 코듀로이           , eau deer cabin  ,포크 블루스,"Passing down from father to son what we have done what we have not done An eye for an eye won’t let you hide is that circle of life then I will deny Oh We are just sons of the Calvary Cross we are so done with the condemnation So how can I stay and wait to decay with the Love and the Grace we can break down this chain Oh Song for the Love Song for the Son Song for the Cross Song for the Blood Song for the Love Song for the Hurt Song for the One Song for us All Song for the Love Song for the Son Song for the Cross Song for the Blood Song for the Love Song for the Hurt Song for the One Song for us All 
"
267,  Eyes On Eyes          , 미루송  ,R amp B Soul,"Your mind never minds all it takes to be what we’ve become You might like its style of what we just painted with love Oh please stay you are meant to be fine When I’m not just one of those passing by Wouldn’t let you down I know what you’re waiting for Eyes on eyes come down the way that we’ve built to be wise We don’t need no lies just be yourself What caught what brought us to still hesitant White lies realised what are we talking about Oh please stay you are meant to be sound When I’m not just one of those passing by Wouldn’t let you down I know what you’re waiting for Eyes on eyes come down the way that we’ve built to be wise We don’t need no lies just be yourself Eyes on eyes come down the way that we’ve built to be wild We don’t need no lies just be yourself 
"
268,  우주먼지  Feat  homehome           , pylat  파일랫   ,R amp B Soul,"Don’t judge a song by its cover  상상 속에서라도  밀어낼 수 있다면  I’ll just bring a vacuum here  먼지 쌓인 마음도  영영 모를 테니까  I feel like gravity is fake  More and more you push me hard  More and more I pull your hand  Like a magnet in the space  아무렇지 않은 척해도 결국 여기로  We’re like a tiny space dust  We’re like a tiny space dust  We’re like a tiny space dust  We’re like a tiny space dust  왜 나는 너를 가볍게  쓸어내버릴 수는 없는 걸까  너도 아주 작은 이곳의  보잘것없는 먼지일 뿐인 건데  우린 별거 아니면서  서로에겐 큰 문제가 돼  절대 피해 갈 수 없는 것처럼  구름 아래쯤 다시 만나  끌어안고 뭉쳐서  하늘을 뿌옇게 잘 안 보이게  We’re like a tiny space dust We’re like a tiny space dust We’re like a tiny space dust We’re like a tiny space dust 
"
269,  Sunrise          , Come On Days  ,록 메탈,"I started loving afternoons  Bring me back to pull me in  Tell me to go on  I’m trying to get away  I wake up to the morning sounds  and rise up to the sunlight  They try to take me down  but I keep running away  We are going to  Sunrise in the moment  Leave it all call it sugar coating  We can go this time  Fear of pain follows me  Sunrise in the morning  you’re better than any of them  Yeah We can go this time  Always be your nation  I fell in love with afternoons  Bring me back to pull me up  oh oh oh  Come on days  I’m blocking 진실 없는  시훼의 말들 난 부딪혀  Stopping all the fake  that surrounds me and carry on  Waiting no just take it away  We are going to  Sunrise in the moment  Leave it all call it sugar coating  We can go this time  Fear of pain follows me  Sunrise in the morning  you’re better than any of them  Yeah We can go this time  Always be your nation  Turn on turn on your  amplifier anytime  Come on come on  anytime you are free to go  Let it go  You should just let it go  Turn on Turn on your  amplifier everytime  Come on Come on  You’re in your prime  just hold me up  Let it go  Let go of others’ expectations  Sunrise in the moment  Leave it all call it sugar coating  We can go this time  All the pain is ending  Sunrise in the morning  you’re better than any of them  Yeah We can go this time  Always be your nation  Yeah We can go this time  Always be your nation  Yeah We can go this time Always be your nation 
"
270,  내일의 나          , 심파디  Sympathy   ,발라드,"누가 그랬죠 괜찮을 꺼라고 스처가는 아픔이라고 조금만 참으면 다 잊게 된다고 다 잊혀 진다고 나는 아닌데 그렇지 않은데 시간이 멈춘 것 만 같은데 왜 내게 다들 잊으라 하는지 추억이 될 수는 없는건가요 난 어디에 있나요 이 텅 빈 방에서 저 밖을 바라보며 기다리는데 나 보이긴 하나요 얼마나 더 가야 끝이나죠 발길이 가는데로 가다보면 니가 보일까 끝이 보일까 하염없이 내리는 이 굵은 거친 비는 얼마나 더 기다려야 눈으로 바뀌죠 언제쯤이면 난 어디에 있나요 어두운 골목길에 서 있는 나 나 보이긴 하나요 이젠 다른 누군갈 비추고 있나요 내 주변엔 전부 너의 흔적들 뿐이라 지워지지 않는데 아른거리는데 너 없인 난 할 수 있는 게 하나 없어서 꿈속을 헤메이는 것만 같아 내일도 나는 널 찾아 헤메일텐데 그대는 어떤가요 그대의 내일도 나와 같나요 그대와 같았음 해요 나의 내일이 
"
