,title,artist,genre,lyric
139,  애심          , 김규랑  ,성인가요 트로트,"아른 거리는 그대 미소가 떠올라요 이미 떠난 사람인데 지울 수 없는 그대 기억에 눈물이 흘러 이미 떠난 사람인데 아이야이야 나만 사랑한다던 그댈 어떻게 지워버리나요 아이야이야 세월이 변해가도 나는 이곳에 서 있겠죠 아른 거리는 그대 미소가 떠올라요 이미 떠난 사람인데 지울 수 없는 그대 기억에 눈물이 흘러 이미 떠난 사람인데 아이야이야 나만 사랑한다던 그댈 어떻게 지워버리나요 아이야이야 세월이 변해가도 나는 이곳에서 있겠죠 내 길이 아닌걸 알지만 돌아설 용기가 안나요 놓치기 싫어 보내기 싫은데 이런 내 맘이 전해질까요 아이야이야 나만 사랑한다던 그댈 어떻게 지워버리나요 아이야이야 세월이 변해가도 나는 이곳에 서 있겠죠 나는 이곳에 서 있겠죠 나는 이곳에 서 있겠죠 
"
140,  질러봐          , 장금이  ,성인가요 트로트,"힘겨운 날엔 지치는 날엔 힘을 내 소리 질러봐 울적한 날엔 짜증난 날엔 크게 소리 질러봐 한 번 가는 인생 어차피 가면 끝이야 이렇게 살다 가는 건 아깝잖아 사랑한 날도 아파한 날도 미련만 두고 살지마 지나가보면 추억일거야 웃는 날이 올 거야 이젠 다시 일어 나기는 힘들지라도 모두 다 함께 일어나 걸어가자 당연하게 조용히 살아왔던 시간 모든게 멈춰버린 지금 울수만은 없잖아 사랑만해도 모자란 우리들의 시간 우리들 손의 손을 잡고 신이나게 춤을 춰보자 라랄라라리라 라랄라라리라 콧노래 부르면서 춤추고 저 하늘 높이 두 손을 들고 엉덩이 흔들어봐 라랄라라리라 라랄라라리라 이세상 누가 뭐라 하던지 나는 미친 듯이 소리칠거야 당연하게 조용히 살아왔던 시간 모든게 멈춰버린 지금 울수만은 없잖아 사랑만해도 모자란 우리들의 시간 우리들 손의 손을 잡고 신이나게 춤을 춰보자 라랄라라리라 라랄라라리라 콧노래 부르면서 춤추고 저 하늘 높이 두 손을 들고 엉덩이 흔들어봐 라랄라라리라 라랄라라리라 이세상 누가 뭐라 하던지 나는 미친 듯이 소리칠거야 
"
141,  오동도 내사랑          , 최인아  ,성인가요 트로트,"오동도 여수바다 물결이더냐 내인생 물결이란다 쓰라린 가슴 날려 버리는 그 소리 들어 보련다 사랑이란게 이런 이별이더냐 한잔에 너를 지워본다 가거라 사랑아 가거라 사랑아 그대여 이제 떠나 가거라 내 사랑 여수야 오동도 내사랑아 내일은 더 눈부시련다 장군도 여수바다 눈물이더냐 내 삶도 눈물이 난다 쓰라린 사랑 젖어 버리는 눈물도 이젠 끝인가 사랑이란게 이런 이별이더냐 한잔에 너를 지워본다 가거라 사랑아 가거라 사랑아 그대여 이제 떠나 가거라 내 사랑 여수야 오동도 내사랑아 내일은 더 눈부 시련다 내 사랑 여수야 오동도 내사랑아 내일은 더 눈부시련다 
"
142,  복사꽃 당신          , 박연희  ,성인가요 트로트,"복사꽃이 피던 어느날 내가 전부라던 그사람은 어디로 가버린건지 지금 내앞에 있는 낯설은 그대가 너무 야속해 화산처럼 불타오른 내사랑이 타버린 재가되어 아픔으로 남는다 해도 뒤돌아 보지말고 그냥그대로 그냥그대로 여기서 떠나가세요 복사꽃이 피던 어느날 내가 전부라던 그사람은 어디로 가버린건지 지금 내앞에 있는 낯설은 그대가 너무 야속해 화산처럼 불타오른 내사랑이 타버린 재가되어 아픔으로 남는다 해도 뒤돌아 보지말고 그냥그대로 그냥그대로 여기서 떠나가세요 여기서 떠나가세요 
"
143,  그리운 님아          , 김진근  ,성인가요 트로트,"안개 짙은 밤 길을 따라 나홀로 거닐며 수 많은 사연을 남겨 놓고 바람 처럼 떠나간 사람 영원히 변치 말자 맹세 했건만 헤어진 아픈 가슴 그 누가 알까 너무나 사랑했기 때문에 이별의 아픔을 눈물로 달래며 아아 애타게 불러보지만 대답없는 그리운 님아 밤 안개가 자욱한 길을 따라 걸으며 수 많은 추억을 뒤로한 채 구름 처럼 흘러간 사람 영원히 사랑한다 약속 했건만 보고픈 이 마음을 그 누가 알까 너무나 사랑했기 때문에 그리운 그 님을 가슴에 묻어두고 아아 애타게 불러보지만 대답없는 그리운 님아 대답없는 그리운 님아 
"
144,  농사꾼          , 한태웅  ,성인가요 트로트,"꾼꾼꾼 나는야 농사꾼 꾼꾼꾼 당신만의 사랑꾼 살아가다 힘이 들면 짐꾼이 되어줄게 나는 나는 사랑의 농사꾼 저 푸른 초원 위에 그림같은 집을 짓고 사랑하는 그대와 행복하게 살고 싶네 나를 위해 모든 것을 희생해준 당신의 마음속에 사랑 씨앗 심어야지 봄이면 씨앗 심고 벼꽃이 피어나면 가을엔 풍년이구나 꾼꾼꾼 나는야 농사꾼 꾼꾼꾼 당신만의 사랑꾼 살아가다 힘이 들면 짐꾼이 되어줄게 나는 나는 사랑의 농사꾼 나는 나는 사랑의 농사꾼 저 푸른 초원 위에 그림 같은 집을 짓고 사랑하는 그대와 행복하게 살고 싶네 나를 위해 모든 것을 희생해준 당신의 마음속에 사랑 씨앗 심어야지 봄이면 씨앗 심고 벼꽃이 피어나면 가을엔 풍년이구나 꾼꾼꾼 나는야 농사꾼 꾼꾼꾼 당신만의 사랑꾼 살아가다 힘이 들면 짐꾼이 되어줄게 나는 나는 사랑의 농사꾼 
"
145,  안개 낀 장충단공원          , 황석정  ,성인가요 트로트,"안개 낀 장충단공원 누구를 찾아왔나 낙엽송 고목을 말없이 쓸어안고 울고만 있을까 지난날 이 자리에 새긴 그 이름 뚜렷이 남은 이 글씨 다시 한번 어루만지며 돌아서는 장충단공원 비탈길 산길을 따라 거닐던 산기슭에 수많은 사연에 가슴을 움켜쥐고 울고만 있을까 가버린 그 사람이 남긴 발자취 낙엽만 쌓여 있는데 외로움을 달래가면서 떠나가는 장충단공원 
"
146,  장전항 처녀          , 송별이  ,성인가요 트로트,"바람도 잠든 장전항에 갈매기 슬피 우는데 나를 두고 나를 두고 정든 님 떠나간다 내 순정을 내 마음을 다 바쳐 사랑한 님아 가지 말아요 가지 말아요 눈물 짓는 장전항 처녀 달 빚도 잠든 옥류동에 별빛 고운 해금강에 마주 앉아 속삭이던 그 약속을 잊으셨나요 물길 따라 돌고 돌아 그 님은 떠나 갔지만 돌아와 주오 돌아와 주오 눈물 짓는 장전항 처녀 손 내밀면 코 앞인데 만날 수가 없어요 목이 메여 그 이름을 부를수도 없었어요 내 순정을 내 영혼을 다 바쳐 사랑할래요 돌아와 주오 돌아와 주오 눈물 짓는 장전항 처녀 눈물 짓는 장전항 처녀 
"
147,  살까요          , 나태주  ,성인가요 트로트,"한번 두번 세번 네번 자꾸 보고 싶네요 하루 이틀 잠시라도 나는 못참겠어요 내 귓가에 남은 그대의 거친 숨결이 오싹해 오싹해 갈까요 갈까요 그 아무도 우리 둘을 찾지 못하게 살까요 살까요 너와 나만의 숨소리 있는 곳에서 살까요 살아살아 갈까요 가라가라 한발 두발 세발 네발 나를 따라 올래요 하루 이틀 지나가도 나는 변치 않아요 저기 푸른 초원 위에 그림같은 집에서 둘이서 살까요 갈까요 갈까요 그 아무도 우리 둘을 찾지 못하게 살까요 살까요 너와 나만의 숨소리 있는 곳에서 살까요 살아살아 갈까요 가라가라 한발 두발 세발 네발 나를 따라 올래요 하루 이틀 지나가도 나는 변치 않아요 저기 푸른 초원 위에 그림같은 집에서 둘이서 살까요 
"
148,  어금니          , 혜진이  ,성인가요 트로트,"당신 요즘 다른 여자 생겼지요  말 안 해도 알 수 있어요  나를 대하는 당신의 눈빛이  그 사실을 말해주고 있어요  너무나도 화가 치밀어  어금니를 꽉 깨물어요  남자들은 다 그런가요  정말 나빠요 죄받아요  죽자살자 쫓아다닐 때는 언제고  벌써 내가 지겨워졌나요  이런 남잔 나도 싫어요  오늘 후로 당신을 내 인생에서  뿌리째 모조리 빼버릴 거야  너무나도 화가 치밀어  어금니를 꽉 깨물어요  남자들은 다 그런가요  정말 나빠요 죄받아요  죽자살자 쫓아다닐 때는 언제고  벌써 내가 지겨워졌나요  이런 남잔 나도 싫어요  오늘 후로 당신을 내 인생에서  뿌리째 모조리 빼버릴 거야  정말 나빠요 죄받아요 죽자살자 쫓아다닐 때는 언제고 벌써 내가 지겨워졌나요 이런 남잔 나도 싫어요 오늘 후로 당신을 내 인생에서 뿌리째 모조리 빼버릴 거야 아파도 
"
149,  청량산 연가          , 이혁재  ,성인가요 트로트,"청량산 돌고돌아 낙동강변 철죽화야 네가피면 만나자고 약속했던 그사람은 기다려도 오지않고 무심한 강바람만 나를나를 울려주네 옛사랑 그이름을 목메어 불러본다 첫사랑 그이름을 청량산 하늘달이 손을잡고 건너갈때 청량사 목탁소리 들으면서 약속했던 그사람은 오지않고 무심한 산바람만 나를나를 울려주네 옛사랑 그이름을 목메어 불러본다 첫사랑 그이름을 목메어 불러본다 첫사랑 그이름을 
"
150,  코로나 떠나라          , 김민경  ,성인가요 트로트,"이 몸쓸 코로나 지구를 떠나라 이 바쁜 바이러스 떠나란 말이야 아 전세계 구중한 생명을 앗아가는 지독한 바이러스 사라져 버려라 거리두기 마스크 수입수출 여행관광 경제가 마비되고 숨막히는 아픔을 이겨내리 무지개 일곱색갈빛 빛나는 세상 올거랍니다 조금만 힘내요 무지개 빛나요 코로나 떠나라 이 몸쓸 코로나 지구를 떠나라 이 바쁜 바이러스 떠나란 말이야 아 전세계 구중한 생명을 앗아가는 지독한 바이러스 사라져 버려라 거리두기 마스크 수입수출 여행관광 경제가 마비되고 숨막히는 아픔을 이겨내리 무지개 일곱색갈빛 빛나는 세상 올거랍니다 조금만 힘내요 무지개 빛나요 코로나 떠나라 
"
151,  가던길 그냥 가세요          , 혜진  ,성인가요 트로트,"떨어지는 빗물은 보고픈 내마음  흔들리는 바람은 날버리는 님마음  보듬고 아껴주던 그밤도 믿으라던  그말믿고 또 믿었는데 이게 왠말인가  매몰차게 떠나더니 이제와 나없이는  못 살겠다니 어허허허 어허허  어허 허어허허 그런소릴랑 하지말고  술이나 한잔하고 가던길 그냥가세요  떨어지는 빗물은 보고픈 내마음  흔들리는 바람은 날버리는 님마음  보듬고 아껴주던 그밤도 믿으라던  그말믿고 또 믿었는데 이게 왠말인가  매몰차게 떠나더니 이제와 나없이는  못 살겠다니 어허허허 어허허  어허 허어허허 그런소릴랑 하지말고  술이나 한잔하고 가던길 그냥가세요  그런소릴랑 하지말고 술이나 한잔하고 가던길 그냥가세요 
"
152,  천일홍 내사랑          , 유원주  ,성인가요 트로트,"천일홍처럼 영원히 사랑하자 다짐했던 고운 내 님 수 많은 사연 두고 떠난길이 그어디냐 내 사랑 고운 사랑 소식없는 내 님만 기다리다 내가슴은 눈물에 젖어든다 꽃잎은 떨어지고 또 다시 피건만 부는 바람아 흘러가는 저구름아 소식좀 전해주렴 지금도 못잊어 못잊어서 옷고름을 적신다고 천일홍처럼 영원히 사랑하자 다짐했던 고운 내 님 수 많은 사연 두고 떠난길이 그어디냐 내사랑 고운사랑 소식없는 내 님만 기다리다 내 가슴은 눈물에 젖어든다 꽃잎은 떨어지고 또 다시 피건만 부는바람아 흘러가는 저구름아 소식좀 전해주렴 지금도 못잊어 못잊어서 옷고름을 적신다고 옷고름을 적신다고 
"
153,  서당개 삼년 풍월을 읊는데          , 신승태  ,성인가요 트로트,"하늘 천 따지 가마솥에 누룽지 박박 긁어라 얘들아 얘들아 얘들아 좀 조용히 좀 해라 훈장님 지금 책 읽잖니 저기 봐라 저 개 좀 봐라 쉬 월월월월 쉬 월월월월월 사랑만 주고 떠난 당신이 미워 당신이 미워 아픔만 주고 떠난 당신이 싫어 당신이 싫어 아파도 참았는데 미워도 참았는데 눈물이 눈물이 자꾸만 흘러내려요 서당개 삼 년 풍월을 읊는 눈치도 있건만 당신의 마음 왜 몰랐을까 그래서 그래서 울고파요 당신의 사랑 때문에 사랑만 주고 떠난 당신이 미워 당신이 미워 아픔만 주고 떠난 당신이 싫어 당신이 싫어 아파도 참았는데 미워도 참았는데 눈물이 눈물이 자꾸만 흘러내려요 서당개 삼 년 풍월을 읊는 눈치도 있건만  당신의 마음 왜 몰랐을까 그래서 그래서 울고파요 당신의 사랑 때문에 서당개 삼년 풍월을 읊는 눈치도 있건만  당신의 마음 왜 몰랐을까 그래서 그래서 울고파요 당신의 사랑 때문에 당신의 사랑 때문에 
"
154,  주르륵  cover ver           , 유강산  ,성인가요 트로트,"창밖에 내리치는 빗방울 그 소리는 떠난님 노크인가 툭툭 소리 애절한 그 소리 문틈으로 들어오는 실바람 그 소리는 애처로운 나의 님에 울음 소리 흐느낀 슬픈 소린가 떠나실땐 매정하게 뒤돌아서며 지난 일 모두 잊으라시며 이제와서 후회하며 왜 흐느끼나 떠어난님이시여 주르르륵 눈물뚝뚝 주르르륵 빗물속에 그대로 그대로 떠나요 어쩔 수가 없어 어쩔 수가 없어 사랑한 나의 님이여 창밖에 내리치는 빗방울 그 소리는 떠난님 노크인가 툭툭 소리 애절한 그 소리 문틈으로 들어오는 실바람 그 소리는 애처로운 나의 님에 울음 소리 흐느낀 슬픈 소린가 떠나실땐 매정하게 뒤돌아서며 지난 일 모두 잊으라시며 이제와서 후회하며 왜 흐느끼나 떠어난님이시여 주르르륵 눈물뚝뚝 주르르륵 빗물속에 그대로 그대로 떠나요 어쩔 수가 없어 어쩔 수가 없어 사랑한 나의 님이여 
"
155,  진달래꽃          , 김세돈  ,성인가요 트로트,"나 보기가 역겨워 가실 때에는 말없이 고이 보내 드리오리다 연변에 약산 진달래꽃 아름따다 가실 길에 뿌리오리다 나 보기가 역겨워 가실 때에는 말없이 고이 보내 드리오리다 연변에 약산 진달래꽃 아름따다 가실 길에 뿌리오리다 가시는 걸음 놓인 그 꽃을 사뿐이 즈려 밟고 가시옵소서 나 보기가 역겨워 가실 때에는 죽어도 아니 눈물 흘리오리다 나 보기가 역겨워 가실 때에는 말없이 고이 보내드리오다 연변에 약산 진달래꽃 아름따다 가실 길에 뿌리오리다 가시는 걸음 놓인 그 꽃을 사뿐이 즈려 밟고 가시옵소서 나 보기가 역겨워 가실 때에는 죽어도 아니 눈물 흘리오리다 진달래 오 오 오 진달래 오 오 오 진달래꽃 피었네 영원히 피어나라 진달래 오 오 오 진달래 오 오 오 진달래꽃 피었네 영원한 내 여인아 진달래 오 오 오 진달래 오 오 오 진달래꽃 피었네 다시한번 그대숨결 느낄수 있을까 진달래 오 오 오 진달래 오 오 오 진달래꽃 피었네 떠나지마 영원히 피어나라 
"
156,  사랑의 나무꾼  Feat  엘에이 고추잡채           , B패밀리  ,성인가요 트로트,"오 마이 나의 사랑 그대여 내 맘 들리시나요 나의 짝사랑 그녀는 참 어여쁜걸요 우쭐대지만 한없이 초라한 내모습 꾸며봤지만 아직도 촌스런가봐요 첫 데이트 밥 사야 돼 이럴수가 돈이 없잖아 엄마미안 카드좀 쓸게 엄카찬스 땡스 오 예스 오 마이 나의 사랑 그대여 내 맘 들리시나요 이 식당에서 제일 비싼걸로 주세요 오 마이 나의 사랑 그대여 내 맘 들리시나요 오늘은 그녈 내 여자로 만들겠어요 돈은 없어도 자신감 만땅인 나에요 키는 작아도 마음은 커다란 난걸요 5년째 내 짝사랑 그녀는 내 마음 알까요 열번 찍어 안넘어가는 나문 나무는 없죠 내 마음 들리니 오 마이 나의 사랑 그대여 눈치 채고 있나요 오늘도 간다 그녈 향한 내사랑 고백 오 마이 나의 사랑 그대여 무슨 표정 인가요 비싼 밥 먹고 고백은 왜 거절 하나요 대체 왜 내가 맘에 안들까 내가 쓴 시간 돈 정성 그게 다 얼만데 워 식빵 오 노우 나의 사랑 그대여 뭐가 문제인가요 역시는 역시 오늘도 난 차인거구나 괜찮아 아직 포기는 없다 난 사랑의 나무꾼 열한번 찍어 넘어오게 만들어야지 
"
157,  소리꾼          , 박종기  ,성인가요 트로트,"내 인생 살아온길  꽃 길아닌 바람길  덧없는 구름처럼 흘러간 청춘  어느날 홀연히  무명으로 지워질까 두렵소  어허 야 어 허야  나는나는 천상의 소리꾼  달빛에 젖은사연 가슴에 안고  소리꾼이 되었네  청산에 울어대는 나뭇가지 새처럼  덧없는 새월 속에 흘러간 청춘  어느날 홀연히  무명으로 사라질까 두렵소  어허야 어허야  나는나는 천상의 소리꾼  달빛에 젖은사연 가슴에 안고  소리꾼이 되었네  어허야 어허야 나는나는 천상의 소리꾼 달빛에 젖은사연 가슴에 안고 소리꾼이 되었네 나는 나는 소리꾼 
"
158,  비목어 사랑          , 초아강  ,성인가요 트로트,"손길만 스치어도 두근대던 사랑도 밤하늘 별을 안고 나누었던 사랑도 함께 있어야 하나 되는 비목어 사랑 반쪽으로 살 수는 없어 하루를 살더라도 사랑도 행복도 함께해야 함께해야 하나 되는 당신과 나 우리 사랑 비목어 사랑 눈길만 마주쳐도 설레이던 사랑도 밤하늘 달을 안고 속삭이던 사랑도 함께 있어야 하나 되는 비목어 사랑 반쪽으로 살 수는 없어 하루를 살더라도 슬픔도 아픔도 함께해야 함께해야 하나 되는 당신과 나 우리 사랑 비목어 사랑 우리 사랑 비목어 사랑 
"
159,  멈출수는 없겠니          , 민여사  ,성인가요 트로트,"찬비가 내리던 어느날밤에 그대는 비를 맞고 걷고있었어 아무리 소리 내어 불러보지만 안개처럼 사라져갔어 오늘도 찬비가 내리던이밤 그대를 생각하고 기대어서서 떨리는 손을모아 얼굴을묻고 소리없이 울고말았네 울지마 울면안돼 왜내가 울어야하나 찬비가 내린다고 바람도 불어야하나 바람아 불지마 내마음이 너무서러워 찬비야 이제는 멈출수는 없겠니 울지마 울면안돼 왜내가 울어야하나 찬비가 내린다고 바람도 불어야하나 바람아 불지마 내마음이 너무서러워 찬비야 이제는 멈출수는 없겠니 
"
160,  꽃잔디          , 양희나  ,성인가요 트로트,"그칠것 같지 않던 소나기도 그치고 멈출것 같지 않던 바람도 멈추었어요 나 다시 울지 않을래 바보 그만 할래요 바위틈 여기 아래서 나 그만 기다릴래요 나 이제 그댈 찾아서 내님 그댈 만나러 저 산도 넘어갈래요 저 강도 건너갈래요 루루루루 루루루루루 루루루루 루루루루루 별님도 나를 비추네 달님도 나를 따르네 나 이제 그댈 찾아서 내님 그댈 만나러 저 산도 넘어갈래요 저 강도 건너갈래요 루루루루 루루루루루 루루루루 루루루루루 별님도 나를 비추네 달님도 나를 따르네 달님도 나를 따르네 
"
161,  부산남자          , 서사장  SSJ   ,성인가요 트로트,"내가 내가 바로 부산 남자다 자나 깨나 당신 생각에 내 가슴은 설레였고 자나 깨나 부산 생각에 내 가슴은 뛰었다 때론 거센 비 바람 속에 흔들릴 때도 있었고 거친 물살에 넘어져도 당신 때문에 견뎠다 이런 이런 내 가슴이 아직도 설레인다 이런 이런 내 가슴이 아직도 살아있다 내가 내가 바로 부산남자다 해운대 앞 파도 소리가 도 레 미 파 음악소리다 아름답게 들려오는데 왜 이제사 알았나 광안대교 위 반짝이는 저 하늘의 별처럼 사직구장 만루 홈런 내 인생 한방있다 이런 이런 내 가슴이 아직도 노래한다 이런 이런 내 가슴이 아직도 춤을춘다 내가 내가 바로 부산남자다 
"
162,  좋은게 좋은거지          , 문군선  ,성인가요 트로트,"좋은게 좋은거지 좋은것만 찾아봐 얼마나 나쁘다고 짜증내고 화를내 투덜대고 다투고 따져봐야 아무것도 아닌거야 말짱 헛일인거야 잠깐 왔다 가는 인생 이왕 살아가는 거 하루하루 즐겁게 사는게 좋아 아 좋아 험한 길도 좋은게 좋은거지 나쁜 마음 버리고 좋은게 좋은거지 좋은게 좋은거지 좋은것만 찾아봐 얼마나 나쁘다고 짜증내고 화를내 투덜대고 다투고 따져봐야 아무것도 아닌거야 말짱 헛일인거야 잠깐 왔다 가는 인생 이왕 살아가는 거 하루하루 즐겁게 사는게 좋아 아 좋아 험한 길도 좋은게 좋은거지 나쁜 마음 버리고 좋은게 좋은거지 야 아아 좋은게 좋은거지 나쁜 마음 버리고 좋은게 좋은거지 나쁜 마음 버리고 좋은게 좋은거지 
"
163,  너라서          , 송별이  ,성인가요 트로트,"티가나 티가나 이런 맘 처음이야 너만 보면 설레 떨려 시치미 떼다 딱 걸렸어 내 심장소리 들릴까봐 쿵쿵 미친 듯 떨려 말을 해도 좋을까 토라지면 어쩌나 눈만 뜨면 너만 떠올라 참 좋아 그냥 너라서 왠지 그냥 미치게 좋아 이 험한 세상 너와 내가 함께라면 난 어디든 갈 수 있어 무엇이든 할 수 있어 좋아 좋아 참 좋아 전부 좋아 그냥 너라서 말해줘요 이게 사랑이라고 티가나 티가나 이런 맘 처음이야 너만 보면 설레 떨려 시치미 떼다 딱 걸렸어 내 심장소리 들릴까봐 쿵쿵 미친 듯 떨려 말을 해도 좋을까 토라지면 어쩌나 눈만 뜨면 너만 떠올라 참 좋아 그냥 너라서 왠지 그냥 미치게 좋아 이 험한 세상 너와 내가 함께라면 난 어디든 갈 수 있어 무엇이든 할 수 있어 좋아 좋아 참 좋아 전부 좋아 그냥 너라서 말해줘요 이게 사랑이라고 좋아 좋아 참 좋아 전부 좋아 그냥 너라서 말해줘요 이게 사랑이라고 말해줘요 나만 사랑한다고 
"
164,  쓰러지지 마  웹드라마  편의왕  OST           , 백미경  ,성인가요 트로트,"그동안 살아온 내 삶을 돌아보니 모든 게 절망 같았던 과거의 내 모습 잘 될 수 있다는 그 믿음 하나로 힘들던 모든 시간을 하나하나 난 이겨냈어 뜨거운 눈물로 참아왔던 나의 시간들 나약한 내 모습 어울리지 않잖아 쓰러지지 마 포기하지 마 지금이 제일 중요하잖아 내가 꿈꿔온 순간이 이제 다가오잖아 멀지 않았어 내가 바라던 순간이 눈앞으로 다가왔잖아 나 비로소 웃는 날 내 꿈이 이뤄진 거야 앞으로 펼쳐질 내 삶을 생각하니 희망과 부푼 마음이 현재의 내 모습 잘 될 수 있다는 그 믿음 하나로 힘들던 모든 시간을 하나하나 난 이겨냈어 뜨거운 눈물로 참아왔던 나의 시간들 나약한 내 모습 어울리지 않잖아 쓰러지지 마 포기하지 마 지금이 제일 중요하잖아 내가 꿈꿔온 순간이 이제 다가오잖아 멀지 않았어 내가 바라던 순간이 눈앞으로 다가왔잖아 나 비로소 웃는 날 내 꿈이 이뤄진 거야 그래 넌 할 수 있어 너의 편이 많잖아 조금만 힘을 내 모두가 너를 응원해 믿어 준 사람들 다 같이 웃을 수 있는 날 그날이 왔을 때 너는 정상에 설 거야 멀지 않았어 내가 바라던 순간이 눈앞으로 다가왔잖아 나 비로소 웃는 날 내 꿈이 이뤄진 거야 나 비로소 웃는 날 내 꿈이 이뤄진 거야 
"
165,  그대 내게 다시올까요          , 이도진  ,성인가요 트로트,"밤하늘에 그대 모습 그리다 그 추억들이 남아서 지우려고 잊으려고도 했지만 여전히 그대로 내요 스치듯 지나간 사랑에 베인듯이 점점 아파오네요 그리워 두눈을 감고 견뎌내도 잊혀지지 않는 그대란 사람 아 무너지는 이 가슴 그대는 내곁을 떠나네요 밤하늘에 소리쳐 이름 불러보면 그대 내게 다시올까요 달빛아래 그대 모습 빛치면 그 기억들이 남아서 떠나려고 돌아서려고 했지만 여전히 그자리 내요 스치듯 지나간 사랑에 베인듯이 점점 아파오네요 그리워 두눈을 감고 견뎌내도 잊혀지지 않는 그대란 사람 아 무너지는 이 가슴 그대는 내곁을 떠나네요 밤하늘에 소리쳐 이름 불러보면 그대 내게 다시올까요 그대 내게 다시올까요 
"
166,  노을빛 인생          , 태영이  ,성인가요 트로트,"저물어 가는 해질녘에 붉게 물든 노을바다 아스란 수평선 너머엔 그 무엇이 있을까 그대는 알고 있나요 노을 끝 저 너머를 머무름에 아쉬워하는 낙조의 갈 길인가 불어오니 바람이요 지나버린 청춘인데 그 무엇을 바라는가 우리네 인생 물새들의 지저귐 소리가 행복의 노래인데 아 나의 청춘아 내 인생아 아 숨차다 쉬었다 가자 저물어 가는 해질녘에 붉게 물든 노을바다 아스란 수평선 너머엔 그 무엇이 있을까 그대는 알고 있나요 노을 끝 저 너머를 머무름에 아쉬워하는 낙조의 갈 길인가 불어오니 바람이요 지나버린 청춘인데 그 무엇을 바라는가 우리네 인생 물새들의 지저귐 소리가 행복의 노래인데 아 나의 청춘아 내 인생아 아 숨차다 쉬었다 가자 아 나의 청춘아 내 인생아 아 숨차다 쉬었다 가자 
"
167,  새로운 시작          , Sunny  ,성인가요 트로트,"바람 불어 오는대로 말없이 발길을 걸어가는데 저 멀리 나를 떠나갔던 그대가 나를 향해 다가오고 있네요 두 번 다신 보고 싶지 않아요 내 맘은 변치 않아요 그토록 힘들게 참아온 내 삶을 두 번 다신 기억하긴 싫어요 텅 빈 가슴 활짝 펴고선 이젠 두 번 다신 난 외롭지 않아 정말 행복했던 지난 추억 모두 잊고 새롭게 다시 시작하겠어 바람 불어 떨어지는 낙엽이 내 마음 아프게 하네 한없이 슬퍼했던 마음이지만 다시 한번 가슴 아려 오네요 사랑 두 번 하고 싶지 않아요 내 맘이 너무 아파요 내 삶이 항상 행복하길 바라요 사랑스런 나의 모습까지도 텅 빈 가슴 활짝 펴고선 이젠 두 번 다신 난 외롭지 않아 정말 행복했던 지난 추억 모두 잊고 새롭게 다시 시작하겠어 힘든 내 맘 아파하면서 이젠 두 번 다신 난 슬프지 않아 정말 사랑했던 지난 과거 모두 잊고 새롭게 다시 시작할 거야 
"
168,  길을 걸으면          , 영호  ,성인가요 트로트,"눈물이 마르지 않네요 쓰디쓴 이별을 말 하고 가슴에 맺힌 슬픈기억 지워도 지워지지 않네요 이별을 예감하고 나니 멍하니 홀로 웃은 내 모습 초라한 내가 너무 싫어 툭 털고 일어나 이 길을 걸으면 가슴에 박힌 아픔이 훨훨 날아 갔으면 좋겠어 저 가로등 불이 꺼지면 내 가슴속 아픔도 꺼졌으면 좋겠다고 이별을 예감하고 나니 멍하니 홀로 웃은 내 모습 초라한 내가 너무 싫어 툭 털고 일어나 이 길을 걸으면 가슴에 박힌 아픔이 훨훨 날아 갔으면 좋겠어 저 가로등 불이 꺼지면 내 가슴속 아픔도 꺼졌으면 좋겠다고 날 두고 떠난 사람은 행복했으면 좋겠어 내 사랑아 나처럼 아파하지마 이 길을 걸으면 가슴에 박힌 아픔이 훨훨 날아 갔으면 좋겠어 저 가로등 불이 꺼지면 내 가슴속 아픔도 꺼졌으면 좋겠다고 
"
169,  도토리 인생          , 리나  ,성인가요 트로트,"세상사 모두가 내맘대로 제멋에 살고 있다지만 잘난이 못난이 누구일까 어지러운 세상 세상살이가 요지경속 우리네 잘난사람들 세상살이가 요지경속 우리네 못난사람들 아무리 잘났다 따져봐야 도토리 키재기야 아무리 못났다 따져봐도 거기가 거기야 세상사 모두가 내맘대로 제멋에 살고 있다지만 잘난이 못난이 누구일까 어지러운 세상 세상살이가 요지경속 우리네 잘난사람들 세상살이가 요지경속 우리네 못난사람들 아무리 못났다 따져봐야 도토리 키재길까 아무리 잘났다 따져봐도 거기가 거길까 
"
170,  바보인가봐          , 장트러블  ,성인가요 트로트,"내 마음 뿌리치고 떠난 그 사람 다시 와 내 맘 흔드네 나 싫다 영영 가버릴 땐 언제고 이제 와서 사랑한다고 안돼요 왜 나를 흔드시나요 안돼요 나를 또 울리시나요 한 번 더 믿어달란 당신의 말에 나는 또 바보가 됐네 내 마음 뿌리치고 떠난 그 사람 다시 와 내 맘 흔드네 나 싫다 영영 가버릴 땐 언제고 이제 와서 미안하다고 안돼요 왜 나를 흔드시나요 안돼요 나를 또 울리시나요 상처줘 미안하단 당신의 말에 나는 또 바보가 됐네 돌아온 당신 보며 설레는 나는 정말로 바보인가봐 
"
